"participant";"environment";"trial";"option";"attribute"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"p"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"p"
72;"compensatory";49;2;"p"
72;"compensatory";49;2;"s"
72;"compensatory";49;2;"p"
72;"compensatory";49;2;"p"
72;"compensatory";49;3;"b"
72;"compensatory";49;3;"s"
72;"compensatory";49;3;"s"
72;"compensatory";49;3;"p"
72;"compensatory";49;3;"p"
72;"compensatory";49;3;"p"
72;"compensatory";49;2;"p"
72;"compensatory";49;2;"f"
72;"compensatory";49;3;"f"
72;"compensatory";49;3;"f"
72;"compensatory";49;3;"s"
72;"compensatory";49;3;"b"
72;"compensatory";49;3;"b"
72;"compensatory";49;3;"b"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"b"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;3;"p"
72;"compensatory";50;3;"p"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"s"
72;"compensatory";50;3;"p"
72;"compensatory";50;3;"f"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"p"
72;"compensatory";50;3;"p"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"s"
72;"compensatory";50;3;"p"
72;"compensatory";50;3;"p"
72;"compensatory";50;4;"f"
72;"compensatory";50;4;"f"
72;"compensatory";50;4;"s"
72;"compensatory";50;4;"s"
72;"compensatory";50;4;"p"
72;"compensatory";50;4;"p"
72;"compensatory";50;4;"p"
72;"compensatory";50;4;"s"
72;"compensatory";50;4;"s"
72;"compensatory";50;4;"f"
72;"compensatory";50;4;"f"
72;"compensatory";50;4;"f"
72;"compensatory";50;4;"p"
72;"compensatory";50;4;"p"
72;"compensatory";50;4;"s"
72;"compensatory";50;4;"s"
72;"compensatory";50;4;"p"
72;"compensatory";50;4;"p"
72;"compensatory";50;4;"s"
72;"compensatory";50;4;"s"
72;"compensatory";50;2;"s"
72;"compensatory";50;2;"f"
72;"compensatory";50;2;"p"
72;"compensatory";50;2;"p"
72;"compensatory";50;2;"s"
72;"compensatory";50;2;"s"
72;"compensatory";50;2;"p"
72;"compensatory";50;2;"p"
72;"compensatory";50;2;"p"
72;"compensatory";50;1;"s"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"f"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"compensatory";50;3;"p"
72;"compensatory";50;3;"f"
72;"compensatory";50;1;"p"
72;"compensatory";50;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;3;"b"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;3;"b"
72;"nonCompensatory";51;1;"b"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;3;"f"
72;"nonCompensatory";51;3;"f"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"b"
72;"nonCompensatory";51;2;"b"
72;"nonCompensatory";51;2;"b"
72;"nonCompensatory";51;3;"f"
72;"nonCompensatory";51;2;"f"
72;"nonCompensatory";51;2;"f"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"f"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;3;"s"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;2;"b"
72;"nonCompensatory";51;2;"b"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;3;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;3;"s"
72;"nonCompensatory";51;3;"s"
72;"nonCompensatory";51;3;"s"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;3;"s"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;4;"s"
72;"nonCompensatory";51;4;"p"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"s"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;4;"b"
72;"nonCompensatory";51;3;"b"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;1;"f"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;4;"f"
72;"nonCompensatory";51;2;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;2;"s"
72;"nonCompensatory";51;3;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";51;1;"p"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;4;"b"
72;"nonCompensatory";52;3;"b"
72;"nonCompensatory";52;1;"f"
72;"nonCompensatory";52;1;"f"
72;"nonCompensatory";52;1;"f"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;4;"p"
72;"nonCompensatory";52;4;"p"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;4;"p"
72;"nonCompensatory";52;4;"p"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;2;"s"
72;"nonCompensatory";52;2;"s"
72;"nonCompensatory";52;2;"s"
72;"nonCompensatory";52;2;"s"
72;"nonCompensatory";52;2;"p"
72;"nonCompensatory";52;2;"p"
72;"nonCompensatory";52;2;"s"
72;"nonCompensatory";52;2;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;2;"p"
72;"nonCompensatory";52;2;"p"
72;"nonCompensatory";52;3;"p"
72;"nonCompensatory";52;3;"p"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"p"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"s"
72;"nonCompensatory";52;4;"p"
72;"nonCompensatory";52;4;"p"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"p"
72;"nonCompensatory";52;1;"p"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;4;"b"
72;"nonCompensatory";52;1;"f"
72;"nonCompensatory";52;1;"s"
72;"nonCompensatory";52;2;"f"
72;"nonCompensatory";52;1;"f"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;2;"p"
72;"nonCompensatory";52;3;"p"
72;"nonCompensatory";52;3;"s"
72;"nonCompensatory";52;3;"p"
72;"nonCompensatory";52;1;"f"
72;"nonCompensatory";52;3;"p"
72;"nonCompensatory";52;3;"p"
72;"nonCompensatory";52;3;"p"
72;"nonCompensatory";53;2;"b"
72;"nonCompensatory";53;2;"b"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;2;"b"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;4;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;3;"s"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;3;"s"
72;"nonCompensatory";53;3;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;2;"p"
72;"nonCompensatory";53;2;"p"
72;"nonCompensatory";53;2;"p"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;2;"p"
72;"nonCompensatory";53;2;"p"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;3;"p"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;4;"f"
72;"nonCompensatory";53;4;"f"
72;"nonCompensatory";53;4;"f"
72;"nonCompensatory";53;4;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;2;"f"
72;"nonCompensatory";53;2;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;3;"s"
72;"nonCompensatory";53;3;"s"
72;"nonCompensatory";53;3;"s"
72;"nonCompensatory";53;3;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"p"
72;"nonCompensatory";53;4;"p"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;2;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;3;"f"
72;"nonCompensatory";53;2;"f"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;2;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;2;"f"
72;"nonCompensatory";53;2;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;4;"s"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"f"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";53;1;"s"
72;"nonCompensatory";54;3;"b"
72;"nonCompensatory";54;3;"b"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;2;"f"
72;"nonCompensatory";54;2;"f"
72;"nonCompensatory";54;2;"f"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"p"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"p"
72;"nonCompensatory";54;4;"p"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;4;"p"
72;"nonCompensatory";54;4;"p"
72;"nonCompensatory";54;4;"p"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;4;"p"
72;"nonCompensatory";54;4;"p"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;4;"s"
72;"nonCompensatory";54;4;"p"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"s"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;3;"p"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;1;"s"
72;"nonCompensatory";54;1;"p"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"p"
72;"nonCompensatory";54;2;"p"
72;"nonCompensatory";54;2;"p"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"f"
72;"nonCompensatory";54;4;"f"
72;"nonCompensatory";54;4;"f"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";54;2;"s"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"f"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;2;"f"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;2;"s"
72;"nonCompensatory";55;1;"s"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"s"
72;"nonCompensatory";55;1;"s"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;1;"f"
72;"nonCompensatory";55;1;"f"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;4;"s"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;2;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;4;"p"
72;"nonCompensatory";55;1;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"p"
72;"nonCompensatory";55;3;"s"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;3;"f"
72;"nonCompensatory";55;3;"p"
